S1601_C01_001E,S1601_C01_002E,S1601_C01_003E,S1601_C01_004E,S1601_C01_008E,S1601_C01_012E,S1601_C01_016E,FIPS,STATEFP,COUNTYFP,TRACTCE
3006,2266,740,576,28,7,129,48085030604,48,085,030604
7245,5177,2068,1521,145,31,371,48085030605,48,085,030605
3289,1981,1308,1287,0,21,0,48085030701,48,085,030701
5220,3317,1903,1875,13,15,0,48085030702,48,085,030702
4097,3099,998,908,13,15,62,48085030801,48,085,030801
5250,3307,1943,1891,33,19,0,48085030802,48,085,030802
9489,4527,4962,4897,34,31,0,48085030900,48,085,030900
6225,4170,2055,1965,49,18,23,48085031001,48,085,031001
6565,4973,1592,1194,142,214,42,48085031003,48,085,031003
5754,4598,1156,1156,0,0,0,48085031004,48,085,031004
8630,7214,1416,1344,61,11,0,48085031100,48,085,031100
4777,4161,616,426,56,65,69,48085031201,48,085,031201
4641,3785,856,720,29,27,80,48085031202,48,085,031202
5862,4440,1422,955,33,111,323,48085031308,48,085,031308
9091,6806,2285,1338,592,151,204,48085031309,48,085,031309
10979,8473,2506,1927,449,65,65,48085031310,48,085,031310
11056,8629,2427,1586,292,305,244,48085031311,48,085,031311
6366,4932,1434,374,516,381,163,48085031312,48,085,031312
12571,8199,4372,1115,1395,1236,626,48085031313,48,085,031313
2887,2537,350,260,61,10,19,48085031314,48,085,031314
19951,12710,7241,1898,2256,1592,1495,48085031315,48,085,031315
6644,3505,3139,310,1413,1142,274,48085031316,48,085,031316
9048,6765,2283,680,472,960,171,48085031317,48,085,031317
24515,17215,7300,808,1254,4863,375,48085031405,48,085,031405
17540,13105,4435,1646,1023,1196,570,48085031406,48,085,031406
7780,6955,825,582,79,141,23,48085031407,48,085,031407
3604,2680,924,198,171,457,98,48085031408,48,085,031408
10809,7712,3097,747,710,1285,355,48085031409,48,085,031409
8891,6763,2128,812,529,401,386,48085031410,48,085,031410
5360,4012,1348,297,366,634,51,48085031411,48,085,031411
6634,5630,1004,488,224,237,55,48085031504,48,085,031504
8337,5039,3298,929,769,1401,199,48085031505,48,085,031505
8799,6356,2443,1499,375,326,243,48085031506,48,085,031506
6019,4386,1633,666,399,306,262,48085031507,48,085,031507
6130,4747,1383,287,342,468,286,48085031508,48,085,031508
4001,2446,1555,992,219,203,141,48085031611,48,085,031611
5807,4573,1234,221,235,659,119,48085031612,48,085,031612
5364,4840,524,192,117,215,0,48085031613,48,085,031613
5059,3869,1190,409,477,214,90,48085031621,48,085,031621
6339,4525,1814,631,717,315,151,48085031622,48,085,031622
2697,1618,1079,641,104,308,26,48085031623,48,085,031623
3608,1582,2026,1031,449,540,6,48085031624,48,085,031624
4578,3593,985,360,136,389,100,48085031625,48,085,031625
2200,2014,186,5,59,122,0,48085031626,48,085,031626
4917,4061,856,483,115,248,10,48085031627,48,085,031627
3560,3009,551,370,56,95,30,48085031628,48,085,031628
3683,2687,996,802,39,151,4,48085031629,48,085,031629
4405,3165,1240,304,511,382,43,48085031630,48,085,031630
4175,2828,1347,731,135,402,79,48085031631,48,085,031631
5687,4339,1348,216,374,571,187,48085031632,48,085,031632
4263,3307,956,249,252,447,8,48085031633,48,085,031633
3423,2293,1130,549,383,157,41,48085031634,48,085,031634
4302,2558,1744,613,518,468,145,48085031635,48,085,031635
6817,4575,2242,339,1446,357,100,48085031636,48,085,031636
6925,4328,2597,206,1091,983,317,48085031637,48,085,031637
6516,2794,3722,172,1623,1770,157,48085031638,48,085,031638
6365,3450,2915,656,939,1320,0,48085031639,48,085,031639
8039,5408,2631,382,1429,769,51,48085031640,48,085,031640
6230,3016,3214,169,814,2120,111,48085031641,48,085,031641
4384,3211,1173,112,483,464,114,48085031642,48,085,031642
4749,3202,1547,341,636,475,95,48085031643,48,085,031643
1833,1480,353,34,160,149,10,48085031645,48,085,031645
5870,3881,1989,154,843,840,152,48085031646,48,085,031646
3058,2175,883,183,240,384,76,48085031647,48,085,031647
6973,5221,1752,239,807,681,25,48085031648,48,085,031648
4389,3491,898,186,285,372,55,48085031649,48,085,031649
7521,4170,3351,311,621,2393,26,48085031652,48,085,031652
6861,4491,2370,520,950,825,75,48085031653,48,085,031653
3481,2534,947,52,312,540,43,48085031654,48,085,031654
4660,3358,1302,383,417,502,0,48085031655,48,085,031655
2746,2015,731,87,379,246,19,48085031656,48,085,031656
2941,2114,827,229,354,237,7,48085031657,48,085,031657
4211,3097,1114,332,317,404,61,48085031658,48,085,031658
2331,935,1396,106,388,794,108,48085031659,48,085,031659
4077,1577,2500,46,1022,1387,45,48085031660,48,085,031660
3222,1499,1723,139,678,733,173,48085031661,48,085,031661
4588,2466,2122,445,501,1142,34,48085031662,48,085,031662
3442,1982,1460,167,508,672,113,48085031663,48,085,031663
3716,2027,1689,233,416,762,278,48085031664,48,085,031664
3483,2821,662,278,81,170,133,48085031704,48,085,031704
2319,1953,366,21,235,90,20,48085031706,48,085,031706
4051,2957,1094,395,301,169,229,48085031708,48,085,031708
4050,2458,1592,413,584,555,40,48085031709,48,085,031709
3114,2646,468,171,100,140,57,48085031711,48,085,031711
4717,3801,916,437,112,196,171,48085031712,48,085,031712
4259,2848,1411,912,113,225,161,48085031713,48,085,031713
6182,3920,2262,1755,317,47,143,48085031714,48,085,031714
2592,2005,587,321,112,105,49,48085031715,48,085,031715
2403,1666,737,224,250,193,70,48085031716,48,085,031716
1854,1069,785,292,182,239,72,48085031717,48,085,031717
2546,1993,553,199,197,134,23,48085031718,48,085,031718
1738,1174,564,61,231,262,10,48085031719,48,085,031719
4380,1412,2968,1244,1318,406,0,48085031720,48,085,031720
7073,5084,1989,980,196,760,53,48085031802,48,085,031802
6350,4736,1614,782,297,446,89,48085031804,48,085,031804
4781,4151,630,128,195,307,0,48085031805,48,085,031805
2425,1133,1292,109,522,656,5,48085031806,48,085,031806
4512,3682,830,229,340,261,0,48085031807,48,085,031807
7116,4254,2862,2091,251,208,312,48085031900,48,085,031900
5064,1842,3222,2841,250,131,0,48085032003,48,085,032003
7160,3956,3204,3110,34,0,60,48085032004,48,085,032004
4346,3050,1296,912,82,285,17,48085032008,48,085,032008
6581,4799,1782,176,600,906,100,48085032009,48,085,032009
5847,2927,2920,1813,751,150,206,48085032010,48,085,032010
7189,4271,2918,189,748,1515,466,48085032011,48,085,032011
3899,1657,2242,2218,9,15,0,48085032012,48,085,032012
5998,2483,3515,2091,604,699,121,48085032013,48,085,032013
2782,2130,652,570,82,0,0,48087950300,48,087,950300
4405,2690,1715,1715,0,0,0,48089750100,48,089,750100
1893,1401,492,453,6,18,15,48089750200,48,089,750200
5035,4241,794,740,52,2,0,48089750300,48,089,750300
4927,4249,678,509,169,0,0,48089750400,48,089,750400
3574,2960,614,589,25,0,0,48089750500,48,089,750500
3888,2866,1022,909,66,47,0,48091310100,48,091,310100
4068,3074,994,811,146,19,18,48091310200,48,091,310200
7461,6371,1090,917,138,0,35,48091310300,48,091,310300
5122,2804,2318,2309,9,0,0,48091310401,48,091,310401
6894,5344,1550,1290,260,0,0,48091310403,48,091,310403
4618,3205,1413,1341,65,7,0,48091310404,48,091,310404
4591,3302,1289,1117,124,30,18,48091310501,48,091,310501
5813,4438,1375,1333,42,0,0,48091310502,48,091,310502
4893,4270,623,347,114,162,0,48091310503,48,091,310503
3705,3252,453,398,34,21,0,48091310603,48,091,310603
2725,2548,177,177,0,0,0,48091310604,48,091,310604
5520,4460,1060,1060,0,0,0,48091310605,48,091,310605
4886,4418,468,421,47,0,0,48091310606,48,091,310606
4723,4110,613,452,142,19,0,48091310607,48,091,310607
3621,3121,500,482,9,9,0,48091310608,48,091,310608
6470,5607,863,633,157,0,73,48091310701,48,091,310701
4873,4189,684,630,36,18,0,48091310702,48,091,310702
6343,5830,513,487,24,2,0,48091310703,48,091,310703
6899,5384,1515,1336,155,24,0,48091310704,48,091,310704
6331,5623,708,522,111,75,0,48091310801,48,091,310801
8578,6554,2024,1780,122,88,34,48091310802,48,091,310802
7091,6680,411,137,258,16,0,48091310901,48,091,310901
9142,7243,1899,1559,105,235,0,48091310902,48,091,310902
5203,4798,405,365,40,0,0,48091310903,48,091,310903
3815,3205,610,610,0,0,0,48093950100,48,093,950100
3183,2906,277,230,37,10,0,48093950200,48,093,950200
4048,2540,1508,1508,0,0,0,48093950300,48,093,950300
1713,1298,415,365,41,9,0,48093950400,48,093,950400
3172,2052,1120,1060,39,13,8,48095950300,48,095,950300
5853,5001,852,825,13,8,6,48097000100,48,097,000100
4576,4313,263,152,70,27,14,48097000200,48,097,000200
1818,1454,364,347,5,12,0,48097000400,48,097,000400
3402,2471,931,872,9,50,0,48097000500,48,097,000500
4639,3257,1382,1251,84,47,0,48097000600,48,097,000600
7019,6889,130,73,33,24,0,48097000700,48,097,000700
4719,4481,238,238,0,0,0,48097000900,48,097,000900
5284,3905,1379,1181,46,120,32,48097001100,48,097,001100
3857,3281,576,491,44,8,33,48099010101,48,099,010101
3250,3037,213,207,6,0,0,48099010102,48,099,010102
7867,6156,1711,1558,57,47,49,48099010201,48,099,010201
4480,4206,274,151,123,0,0,48099010202,48,099,010202
2335,2007,328,280,18,30,0,48099010300,48,099,010300
4015,3587,428,404,24,0,0,48099010400,48,099,010400
1973,1827,146,85,38,23,0,48099010501,48,099,010501
1750,1315,435,359,40,36,0,48099010502,48,099,010502
5900,5178,722,525,97,95,5,48099010503,48,099,010503
1222,863,359,215,72,56,16,48099010504,48,099,010504
3733,3188,545,332,72,96,45,48099010601,48,099,010601
4822,3922,900,374,137,372,17,48099010603,48,099,010603
5771,5326,445,178,150,80,37,48099010604,48,099,010604
3709,3262,447,219,148,80,0,48099010701,48,099,010701
3054,2651,403,182,178,43,0,48099010702,48,099,010702
5402,4757,645,355,207,83,0,48099010802,48,099,010802
2478,2261,217,87,86,44,0,48099010803,48,099,010803
4253,3486,767,628,61,61,17,48099010804,48,099,010804
138,118,20,20,0,0,0,48099980000,48,099,980000
1487,1190,297,284,13,0,0,48101950100,48,101,950100
4417,2422,1995,1891,0,104,0,48103950100,48,103,950100
3314,1660,1654,1654,0,0,0,48105950100,48,105,950100
1980,1343,637,626,0,11,0,48107950100,48,107,950100
1952,1260,692,673,0,19,0,48107950200,48,107,950200
1514,955,559,538,7,14,0,48107950300,48,107,950300
1984,736,1248,1235,0,13,0,48109950300,48,109,950300
1122,952,170,86,84,0,0,48111950100,48,111,950100
5490,2778,2712,2318,363,30,1,48111950300,48,111,950300
3733,3332,401,263,93,33,12,48113000100,48,113,000100
2743,2563,180,116,51,13,0,48113000201,48,113,000201
3592,3094,498,400,25,73,0,48113000202,48,113,000202
3905,3463,442,248,102,92,0,48113000300,48,113,000300
5202,2174,3028,2664,163,140,61,48113000401,48,113,000401
3670,2301,1369,1153,78,124,14,48113000404,48,113,000404
2223,1207,1016,874,9,60,73,48113000405,48,113,000405
8261,2327,5934,5403,302,193,36,48113000406,48,113,000406
6334,5507,827,447,247,77,56,48113000500,48,113,000500
5756,3551,2205,1933,122,74,76,48113000601,48,113,000601
4281,3771,510,135,72,176,127,48113000603,48,113,000603
2484,1939,545,113,287,128,17,48113000605,48,113,000605
2627,2339,288,92,120,76,0,48113000606,48,113,000606
5369,4348,1021,504,293,156,68,48113000701,48,113,000701
3344,2753,591,365,120,70,36,48113000702,48,113,000702
6673,4256,2417,1968,120,188,141,48113000800,48,113,000800
5123,3412,1711,1506,169,36,0,48113000900,48,113,000900
1346,1043,303,264,6,33,0,48113001001,48,113,001001
1848,1280,568,508,38,12,10,48113001002,48,113,001002
3522,3122,400,291,46,50,13,48113001101,48,113,001101
2532,2383,149,63,33,12,41,48113001102,48,113,001102
3343,2363,980,969,0,7,4,48113001202,48,113,001202
1408,757,651,629,16,6,0,48113001203,48,113,001203
2766,291,2475,2465,10,0,0,48113001204,48,113,001204
2679,2026,653,565,38,35,15,48113001301,48,113,001301
2331,1710,621,567,40,14,0,48113001302,48,113,001302
3375,2067,1308,1163,35,110,0,48113001400,48,113,001400
3476,1222,2254,2188,0,66,0,48113001502,48,113,001502
2718,1057,1661,1502,97,31,31,48113001503,48,113,001503
2338,1449,889,781,8,100,0,48113001504,48,113,001504
4270,3668,602,310,58,234,0,48113001600,48,113,001600
426,354,72,43,18,11,0,48113001701,48,113,001701
3522,2974,548,71,227,200,50,48113001703,48,113,001703
1909,1655,254,71,72,111,0,48113001704,48,113,001704
5769,4882,887,532,236,111,8,48113001800,48,113,001800
7149,6144,1005,445,411,73,76,48113001900,48,113,001900
5755,2529,3226,3085,89,52,0,48113002000,48,113,002000
2311,1934,377,216,46,98,17,48113002100,48,113,002100
2458,1898,560,339,59,130,32,48113002200,48,113,002200
2678,651,2027,1990,27,10,0,48113002400,48,113,002400
5816,2143,3673,3673,0,0,0,48113002500,48,113,002500
3297,2450,847,749,0,0,98,48113002701,48,113,002701
1639,1254,385,355,16,14,0,48113002702,48,113,002702
3543,2970,573,266,193,99,15,48113003101,48,113,003101
1172,959,213,198,15,0,0,48113003400,48,113,003400
3030,1947,1083,1073,0,8,2,48113003700,48,113,003700
2196,1864,332,332,0,0,0,48113003800,48,113,003800
1822,1585,237,179,58,0,0,48113003901,48,113,003901
2029,1401,628,628,0,0,0,48113003902,48,113,003902
1137,1080,57,46,0,0,11,48113004000,48,113,004000
1232,623,609,609,0,0,0,48113004100,48,113,004100
3762,1942,1820,1806,14,0,0,48113004201,48,113,004201
1976,1077,899,889,0,10,0,48113004202,48,113,004202
2978,1849,1129,1085,11,26,7,48113004300,48,113,004300
3326,2738,588,492,79,17,0,48113004400,48,113,004400
5666,1867,3799,3782,9,8,0,48113004500,48,113,004500
1936,1445,491,430,49,12,0,48113004600,48,113,004600
3018,783,2235,2227,8,0,0,48113004700,48,113,004700
2380,525,1855,1844,0,11,0,48113004800,48,113,004800
3878,2119,1759,1679,80,0,0,48113004900,48,113,004900
3678,1032,2646,2646,0,0,0,48113005000,48,113,005000
2634,722,1912,1912,0,0,0,48113005100,48,113,005100
4496,1441,3055,3055,0,0,0,48113005200,48,113,005200
6679,1355,5324,5301,6,17,0,48113005300,48,113,005300
5634,1780,3854,3777,0,41,36,48113005400,48,113,005400
4197,2214,1983,1971,0,0,12,48113005500,48,113,005500
6801,1503,5298,5280,0,0,18,48113005600,48,113,005600
4825,2951,1874,1843,31,0,0,48113005700,48,113,005700
5311,3643,1668,1557,0,49,62,48113005901,48,113,005901
4441,3189,1252,1230,22,0,0,48113005902,48,113,005902
4267,766,3501,3501,0,0,0,48113006001,48,113,006001
5290,3937,1353,780,171,160,242,48113006002,48,113,006002
4210,2517,1693,1693,0,0,0,48113006100,48,113,006100
6377,2942,3435,3325,31,79,0,48113006200,48,113,006200
5527,1465,4062,4039,0,23,0,48113006301,48,113,006301
4032,1379,2653,2561,92,0,0,48113006302,48,113,006302
2653,521,2132,2126,0,0,6,48113006401,48,113,006401
5024,817,4207,4207,0,0,0,48113006402,48,113,006402
6093,711,5382,5361,0,21,0,48113006501,48,113,006501
3924,833,3091,3081,10,0,0,48113006502,48,113,006502
6655,950,5705,5662,35,0,8,48113006700,48,113,006700
4955,1766,3189,3185,4,0,0,48113006800,48,113,006800
3812,807,3005,3001,0,0,4,48113006900,48,113,006900
2174,1844,330,138,114,66,12,48113007101,48,113,007101
5086,3717,1369,1161,0,127,81,48113007102,48,113,007102
7536,1084,6452,6452,0,0,0,48113007201,48,113,007201
7107,521,6586,6586,0,0,0,48113007202,48,113,007202
1582,1445,137,89,31,0,17,48113007301,48,113,007301
3763,2789,974,878,74,0,22,48113007302,48,113,007302
1783,1456,327,198,28,95,6,48113007601,48,113,007601
2916,2750,166,20,80,48,18,48113007604,48,113,007604
1612,1470,142,75,59,8,0,48113007605,48,113,007605
5342,4879,463,156,230,29,48,48113007700,48,113,007700
1998,1693,305,108,145,52,0,48113007801,48,113,007801
6355,3956,2399,662,601,172,964,48113007804,48,113,007804
2700,1854,846,797,18,17,14,48113007805,48,113,007805
2636,2086,550,538,0,0,12,48113007809,48,113,007809
4578,3171,1407,456,246,172,533,48113007810,48,113,007810
5865,4023,1842,1208,54,0,580,48113007811,48,113,007811
3125,2920,205,73,20,104,8,48113007812,48,113,007812
5062,1593,3469,1199,581,1113,576,48113007815,48,113,007815
4909,1664,3245,2137,481,119,508,48113007818,48,113,007818
2017,957,1060,886,59,17,98,48113007819,48,113,007819
5049,1696,3353,2042,111,621,579,48113007820,48,113,007820
3427,1128,2299,1502,196,220,381,48113007821,48,113,007821
1443,1137,306,239,37,26,4,48113007822,48,113,007822
1378,523,855,740,62,12,41,48113007823,48,113,007823
1716,1650,66,33,6,27,0,48113007824,48,113,007824
5126,3153,1973,1577,74,56,266,48113007825,48,113,007825
957,745,212,153,39,20,0,48113007826,48,113,007826
3030,2027,1003,829,100,0,74,48113007827,48,113,007827
4883,4660,223,140,48,35,0,48113007902,48,113,007902
2077,1735,342,164,71,41,66,48113007903,48,113,007903
2091,2028,63,33,8,22,0,48113007906,48,113,007906
2227,1145,1082,205,482,299,96,48113007909,48,113,007909
2629,1609,1020,346,215,245,214,48113007910,48,113,007910
2501,1924,577,220,108,182,67,48113007911,48,113,007911
1827,1490,337,93,68,146,30,48113007912,48,113,007912
2823,2228,595,274,111,50,160,48113007913,48,113,007913
2966,2350,616,124,146,346,0,48113007914,48,113,007914
6300,5808,492,279,167,46,0,48113008000,48,113,008000
6389,5649,740,615,86,39,0,48113008100,48,113,008100
3267,2667,600,344,61,139,56,48113008200,48,113,008200
8819,2049,6770,6770,0,0,0,48113008400,48,113,008400
4777,1282,3495,3455,0,40,0,48113008500,48,113,008500
493,417,76,76,0,0,0,48113008603,48,113,008603
2643,1845,798,798,0,0,0,48113008604,48,113,008604
4699,4069,630,621,0,0,9,48113008701,48,113,008701
2904,1951,953,953,0,0,0,48113008703,48,113,008703
3442,2767,675,675,0,0,0,48113008704,48,113,008704
1320,896,424,421,0,0,3,48113008705,48,113,008705
2799,2030,769,747,0,0,22,48113008801,48,113,008801
4418,2834,1584,1557,27,0,0,48113008802,48,113,008802
3395,2369,1026,1026,0,0,0,48113008900,48,113,008900
8282,3085,5197,5197,0,0,0,48113009000,48,113,009000
5274,1996,3278,3268,10,0,0,48113009101,48,113,009101
3325,1072,2253,2253,0,0,0,48113009103,48,113,009103
3433,1138,2295,2295,0,0,0,48113009104,48,113,009104
3593,980,2613,2613,0,0,0,48113009105,48,113,009105
6320,1801,4519,4519,0,0,0,48113009201,48,113,009201
6219,1581,4638,4627,0,0,11,48113009202,48,113,009202
4415,857,3558,3525,20,13,0,48113009301,48,113,009301
3731,1070,2661,2652,9,0,0,48113009303,48,113,009303
6094,3851,2243,2243,0,0,0,48113009304,48,113,009304
3192,1433,1759,1659,52,42,6,48113009401,48,113,009401
2307,2034,273,226,11,26,10,48113009402,48,113,009402
1996,1784,212,161,24,27,0,48113009500,48,113,009500
4343,3636,707,384,178,136,9,48113009603,48,113,009603
4266,2820,1446,1259,127,37,23,48113009604,48,113,009604
3292,862,2430,2210,9,193,18,48113009605,48,113,009605
3188,2159,1029,946,48,32,3,48113009607,48,113,009607
3117,2355,762,622,85,41,14,48113009608,48,113,009608
2826,2626,200,161,21,0,18,48113009609,48,113,009609
4805,461,4344,4291,36,17,0,48113009610,48,113,009610
3402,1016,2386,2228,50,108,0,48113009611,48,113,009611
4651,1307,3344,3327,0,17,0,48113009701,48,113,009701
2833,2236,597,525,50,22,0,48113009702,48,113,009702
5452,837,4615,4573,22,20,0,48113009802,48,113,009802
2136,632,1504,1494,0,10,0,48113009803,48,113,009803
7416,384,7032,7013,0,19,0,48113009804,48,113,009804
3994,1829,2165,1140,150,823,52,48113009900,48,113,009900
10230,7861,2369,1895,235,166,73,48113010000,48,113,010000
4142,1604,2538,2333,20,12,173,48113010101,48,113,010101
2788,514,2274,2274,0,0,0,48113010102,48,113,010102
2798,821,1977,1945,13,0,19,48113010500,48,113,010500
5705,1303,4402,4402,0,0,0,48113010601,48,113,010601
2589,1110,1479,1419,0,60,0,48113010602,48,113,010602
5097,1121,3976,3866,35,42,33,48113010701,48,113,010701
2597,489,2108,2104,4,0,0,48113010703,48,113,010703
5466,2547,2919,2826,14,79,0,48113010704,48,113,010704
8804,2452,6352,6211,70,71,0,48113010801,48,113,010801
7694,4259,3435,3148,109,62,116,48113010803,48,113,010803
5141,2287,2854,2854,0,0,0,48113010804,48,113,010804
5986,2545,3441,3421,0,8,12,48113010805,48,113,010805
7145,5701,1444,1242,37,28,137,48113010902,48,113,010902
3186,2039,1147,1124,0,0,23,48113010903,48,113,010903
3434,2596,838,785,43,10,0,48113010904,48,113,010904
7609,5959,1650,1650,0,0,0,48113011001,48,113,011001
3190,2649,541,541,0,0,0,48113011002,48,113,011002
4598,3818,780,718,62,0,0,48113011101,48,113,011101
3582,2011,1571,1571,0,0,0,48113011103,48,113,011103
3880,2635,1245,1231,0,0,14,48113011104,48,113,011104
4614,3089,1525,1507,18,0,0,48113011105,48,113,011105
7181,4861,2320,2154,0,19,147,48113011200,48,113,011200
5117,4521,596,596,0,0,0,48113011300,48,113,011300
4866,4328,538,518,4,0,16,48113011401,48,113,011401
4036,1856,2180,2076,0,0,104,48113011500,48,113,011500
4581,2819,1762,1753,0,0,9,48113011601,48,113,011601
6228,2173,4055,3975,0,80,0,48113011602,48,113,011602
6425,2162,4263,4249,0,0,14,48113011701,48,113,011701
5307,1333,3974,3923,27,24,0,48113011702,48,113,011702
10250,3017,7233,7206,0,0,27,48113011800,48,113,011800
10372,4243,6129,6040,39,19,31,48113011900,48,113,011900
7859,3505,4354,4324,0,0,30,48113012000,48,113,012000
6120,2998,3122,2978,0,67,77,48113012100,48,113,012100
6758,3506,3252,2950,34,0,268,48113012204,48,113,012204
5311,3394,1917,1917,0,0,0,48113012206,48,113,012206
6814,3934,2880,2731,0,39,110,48113012207,48,113,012207
2284,1061,1223,1214,0,0,9,48113012208,48,113,012208
2372,1951,421,375,7,39,0,48113012209,48,113,012209
4005,2765,1240,1021,113,0,106,48113012210,48,113,012210
4135,2509,1626,1491,0,9,126,48113012211,48,113,012211
4236,1579,2657,2632,14,0,11,48113012301,48,113,012301
8247,4305,3942,3472,57,137,276,48113012302,48,113,012302
4872,2819,2053,2045,8,0,0,48113012400,48,113,012400
7525,2220,5305,5151,17,137,0,48113012500,48,113,012500
5836,1741,4095,3582,0,503,10,48113012601,48,113,012601
2083,1120,963,933,0,30,0,48113012603,48,113,012603
6211,3087,3124,2427,0,162,535,48113012604,48,113,012604
5510,2078,3432,3200,96,97,39,48113012701,48,113,012701
3238,1198,2040,1974,49,0,17,48113012702,48,113,012702
7304,4866,2438,2416,8,0,14,48113012800,48,113,012800
4171,3591,580,543,20,17,0,48113012900,48,113,012900
6280,5904,376,176,106,5,89,48113013004,48,113,013004
3321,2933,388,198,92,54,44,48113013005,48,113,013005
3465,1784,1681,705,36,920,20,48113013007,48,113,013007
3632,2698,934,446,29,336,123,48113013008,48,113,013008
4479,3408,1071,766,35,83,187,48113013009,48,113,013009
4007,1682,2325,2006,46,66,207,48113013010,48,113,013010
4263,1445,2818,2499,23,66,230,48113013011,48,113,013011
2797,2453,344,149,161,21,13,48113013101,48,113,013101
1814,1684,130,43,33,41,13,48113013102,48,113,013102
895,815,80,56,18,0,6,48113013104,48,113,013104
6283,4087,2196,1299,398,182,317,48113013105,48,113,013105
7382,5892,1490,738,330,204,218,48113013200,48,113,013200
1947,1818,129,44,44,41,0,48113013300,48,113,013300
1924,1682,242,118,71,45,8,48113013400,48,113,013400
2176,1989,187,93,32,62,0,48113013500,48,113,013500
5520,4679,841,503,140,170,28,48113013605,48,113,013605
5524,3404,2120,1390,313,146,271,48113013606,48,113,013606
3260,2468,792,670,27,66,29,48113013607,48,113,013607
2268,2011,257,68,65,114,10,48113013608,48,113,013608
3475,1999,1476,1310,64,0,102,48113013609,48,113,013609
4903,3004,1899,1848,25,26,0,48113013610,48,113,013610
2683,2325,358,33,111,196,18,48113013611,48,113,013611
5566,2586,2980,2632,168,103,77,48113013615,48,113,013615
6415,4267,2148,1467,258,396,27,48113013616,48,113,013616
2543,2079,464,221,102,62,79,48113013617,48,113,013617
2930,1820,1110,698,181,197,34,48113013618,48,113,013618
4856,4025,831,309,255,247,20,48113013619,48,113,013619
5122,3772,1350,395,542,273,140,48113013620,48,113,013620
4101,2511,1590,1278,0,88,224,48113013621,48,113,013621
2561,1814,747,569,150,0,28,48113013622,48,113,013622
6202,2932,3270,2834,171,116,149,48113013623,48,113,013623
3838,2229,1609,607,635,313,54,48113013624,48,113,013624
3156,1320,1836,1322,146,99,269,48113013625,48,113,013625
2923,1523,1400,1187,119,54,40,48113013626,48,113,013626
3271,820,2451,2353,6,65,27,48113013711,48,113,013711
2655,843,1812,1741,17,54,0,48113013712,48,113,013712
681,132,549,549,0,0,0,48113013713,48,113,013713
6471,1616,4855,4748,0,107,0,48113013714,48,113,013714
2515,638,1877,1770,0,107,0,48113013715,48,113,013715
4979,2483,2496,1712,434,327,23,48113013716,48,113,013716
2944,621,2323,2090,0,233,0,48113013717,48,113,013717
4720,1075,3645,3290,120,50,185,48113013718,48,113,013718
4473,2195,2278,570,773,820,115,48113013719,48,113,013719
6350,2667,3683,2965,246,393,79,48113013720,48,113,013720
5566,4350,1216,588,248,300,80,48113013721,48,113,013721
4475,2919,1556,1119,148,253,36,48113013722,48,113,013722
3746,2018,1728,1497,83,39,109,48113013725,48,113,013725
2479,1544,935,568,85,253,29,48113013726,48,113,013726
3114,2388,726,448,132,42,104,48113013727,48,113,013727
7111,4328,2783,2383,188,178,34,48113013803,48,113,013803
3647,2008,1639,1530,100,0,9,48113013804,48,113,013804
3458,2147,1311,857,131,202,121,48113013805,48,113,013805
3791,2784,1007,466,297,244,0,48113013806,48,113,013806
3696,742,2954,2884,12,58,0,48113013901,48,113,013901
5138,2629,2509,2467,0,42,0,48113013902,48,113,013902
4507,2614,1893,1475,145,273,0,48113014001,48,113,014001
37,37,0,0,0,0,0,48113014002,48,113,014002
4260,1682,2578,570,1199,745,64,48113014103,48,113,014103
4483,2775,1708,853,571,37,247,48113014113,48,113,014113
3226,1564,1662,545,960,82,75,48113014114,48,113,014114
7388,3145,4243,2168,1221,80,774,48113014115,48,113,014115
4853,1931,2922,907,1071,32,912,48113014116,48,113,014116
4300,3505,795,280,240,250,25,48113014119,48,113,014119
4730,3585,1145,337,272,504,32,48113014120,48,113,014120
4600,3082,1518,480,160,710,168,48113014121,48,113,014121
5702,3432,2270,360,883,858,169,48113014123,48,113,014123
3645,2282,1363,506,550,297,10,48113014124,48,113,014124
6401,4518,1883,731,494,658,0,48113014126,48,113,014126
9773,3970,5803,370,2111,3300,22,48113014127,48,113,014127
3653,1755,1898,288,828,753,29,48113014128,48,113,014128
4645,1852,2793,129,762,1767,135,48113014129,48,113,014129
3961,1776,2185,338,1159,569,119,48113014130,48,113,014130
3748,1907,1841,795,792,114,140,48113014131,48,113,014131
2192,1275,917,220,322,297,78,48113014132,48,113,014132
4782,2912,1870,576,848,204,242,48113014133,48,113,014133
4151,2512,1639,283,588,729,39,48113014134,48,113,014134
4650,3048,1602,405,476,478,243,48113014135,48,113,014135
6604,2206,4398,597,1510,2186,105,48113014136,48,113,014136
7319,3257,4062,445,1595,1938,84,48113014137,48,113,014137
3523,1599,1924,282,620,951,71,48113014138,48,113,014138
3126,1527,1599,1460,39,100,0,48113014203,48,113,014203
2245,1059,1186,529,446,135,76,48113014204,48,113,014204
1440,1090,350,119,149,82,0,48113014205,48,113,014205
6376,4695,1681,874,183,522,102,48113014206,48,113,014206
6364,2430,3934,3839,0,39,56,48113014302,48,113,014302
5815,1758,4057,3357,52,156,492,48113014306,48,113,014306
3930,2249,1681,1058,367,186,70,48113014307,48,113,014307
3568,1236,2332,2129,175,7,21,48113014308,48,113,014308
